age,current club,current league,foot,height,name,nationality,position,season,assists, games,goals,minutes
22,FC Utrecht,Eredivisie,right,175,Gyrano Kerk,Netherlands  Suriname,W,2012-13,0,13,0,1004
20,FC Utrecht,Eredivisie,left,170,Bilal Ould-Chikh,Morocco  Netherlands,W,2012-13,0,7,0,453
24,FC Utrecht,Eredivisie,right,182,Jean-Christophe Bahebeck,France  Cameroon,CF,2012-13,3,33,6,1728
23,FC Utrecht,Eredivisie,both,185,Cyriel Dessers,Belgium  Nigeria,CF,2012-13,,,,
27,FC Utrecht,Eredivisie,right,201,Simon Makienok,Denmark,CF,2012-13,4,33,15,2606
23,FC Utrecht,Eredivisie,right,183,Lukas GÄìrtler,Germany,CF,2012-13,3,29,2,1563
18,FC Utrecht U21,Eredivisie,right,181,Nick Venema,Netherlands,CF,2012-13,,,,
23,SC Heerenveen,Eredivisie,right,176,Arber Zeneli,Kosovo  Sweden,W,2012-13,8,39,15,2852
22,SC Heerenveen,Eredivisie,right,173,Nemanja Mihajlovic,Serbia,W,2012-13,0,4,0,41
19,SC Heerenveen,Eredivisie,left,178,Martin Ä?degaard,Norway,W,2012-13,,,,
26,SC Heerenveen,Eredivisie,right,168,Marco Rojas,New Zealand  Chile,W,2012-13,6,27,15,2358
30,SC Heerenveen,Eredivisie,left,180,Reza Ghoochannejhad,Iran  Netherlands,CF,2012-13,5,22,12,1373
27,SC Heerenveen,Eredivisie,right,201,Henk Veerman,Netherlands,CF,2012-13,0,20,15,1554
27,Vitesse Arnhem,Eredivisie,right,170,Bryan Linssen,Netherlands,W,2012-13,3,39,10,3010
19,Vitesse Arnhem U21,Eredivisie,,,Lars ten Teije,Netherlands,W,2012-13,,,,
30,Vitesse Arnhem,Eredivisie,,173,Roy Beerens,Netherlands,W,2012-13,9,41,5,3291
18,Vitesse Arnhem,Eredivisie,right,170,Mitchell van Bergen,Netherlands,W,2012-13,,,,
29,Vitesse Arnhem,Eredivisie,right,188,Tim Matavz,Slovenia,CF,2012-13,11,39,20,2505
25,Vitesse Arnhem,Eredivisie,right,188,Luc Castaignos,Netherlands  France,CF,2012-13,6,51,16,3715
23,FC Groningen,Eredivisie,right,181,Mimoun Mahi,Morocco  Netherlands,W,2012-13,0,43,9,2484
21,FC Groningen,Eredivisie,left,183,Ajdin Hrustic,Australia  Bosnia-Herzegovina,W,2012-13,1,6,1,203
20,FC Groningen,Eredivisie,right,174,Uriel Antuna,Mexico,W,2012-13,,,,
26,FC Groningen,Eredivisie,,196,Lars Veldwijk,South Africa  Netherlands,CF,2012-13,6,36,19,2921
27,FC Groningen,Eredivisie,right,181,Tom van Weert,Netherlands,CF,2012-13,4,36,19,3112
26,PEC Zwolle,Eredivisie,right,178,Youness Mokhtar,Morocco  Netherlands,W,2012-13,5,38,10,3175
22,PEC Zwolle,Eredivisie,right,174,Queensy Menig,Netherlands  Suriname,W,2012-13,1,22,1,1732
24,PEC Zwolle,Eredivisie,,175,Terell Ondaan,Netherlands  Suriname,W,2012-13,2,16,4,614
23,PEC Zwolle,Eredivisie,left,180,Younes Namli,Denmark  Morocco,W,2012-13,0,0,0,0
26,PEC Zwolle,Eredivisie,both,177,Athanasios Karagounis,Greece,W,2012-13,0,30,5,1249
24,PEC Zwolle,Eredivisie,both,191,Piotr Parzyszek,Poland  Netherlands,CF,2012-13,5,40,18,2788
29,PEC Zwolle,Eredivisie,both,187,Stef Nijland,Netherlands,CF,2012-13,0,16,3,1010
29,FC Twente Enschede,Eredivisie,right,175,Oussama Assaidi,Morocco  Netherlands,W,2012-13,1,14,0,717
25,FC Twente Enschede,Eredivisie,both,180,Adnane Tighadouini,Morocco  Netherlands,W,2012-13,9,26,7,1736
19,FC Twente Enschede,Eredivisie,right,,Dylan George,Netherlands,W,2012-13,,,,
24,FC Twente Enschede,Eredivisie,right,179,Luciano Slagveer,Netherlands  Suriname,W,2012-13,1,33,16,2425
25,FC Twente Enschede,Eredivisie,right,185,Tom Boere,Netherlands,CF,2012-13,0,0,0,0
33,FC Twente Enschede,Eredivisie,right,183,Mounir El Hamdaoui,Morocco  Netherlands,CF,2012-13,1,20,3,647
21,FC Twente Enschede,Eredivisie,right,194,Marko Kvasina,Austria  Croatia,CF,2012-13,0,19,11,1079
23,FC Twente Enschede,Eredivisie,,194,Jari Oosterwijk,Netherlands,CF,2012-13,0,17,5,736
23,ADO Den Haag,Eredivisie,left,183,Ricardo Kishna,Netherlands  Suriname,W,2012-13,0,2,0,62
34,ADO Den Haag,Eredivisie,right,179,Ä?douard Duplan,France,W,2012-13,2,27,6,1988
23,ADO Den Haag,Eredivisie,right,188,Melvyn Lorenzen,Uganda  Germany,W,2012-13,0,20,7,1426
23,ADO Den Haag,Eredivisie,right,180,Sheraldo Becker,Netherlands  Suriname,W,2012-13,0,10,0,742
26,ADO Den Haag,Eredivisie,right,169,Elson Hooi,Curacao  Netherlands,W,2012-13,4,37,6,2702
26,ADO Den Haag,Eredivisie,right,195,BjÄìrn Johnsen,Norway  United States,CF,2012-13,0,2,0,68
18,ADO Den Haag,Eredivisie,both,177,Delano Ladan,Netherlands,CF,2012-13,,,,
23,Heracles Almelo,Eredivisie,right,180,Kristoffer Peterson,Sweden,W,2012-13,0,8,1,520
20,Heracles Almelo,Eredivisie,right,174,Zeki Erkilinc,Netherlands  Turkey,W,2012-13,,,,
25,Heracles Almelo,Eredivisie,left,181,Brandley Kuwas,Curacao  Netherlands,W,2012-13,5,46,7,2931
23,Heracles Almelo,Eredivisie,right,175,Brahim Darri,Netherlands  Morocco,W,2012-13,0,27,11,2046
26,Heracles Almelo,Eredivisie,,176,Jaroslav NavrÄtil,Czech Republic,W,2012-13,0,16,8,1153
25,Heracles Almelo,Eredivisie,,188,Paul Gladon,Netherlands,CF,2012-13,0,34,12,2398
23,Heracles Almelo,Eredivisie,,196,Vincent Vermeij,Netherlands,CF,2012-13,0,9,1,433
22,Heracles Almelo,Eredivisie,right,177,Kai Huisman,Netherlands,CF,2012-13,0,1,1,90
20,Willem II Tilburg,Eredivisie,right,176,Mo El Hankouri,Netherlands  Morocco,W,2012-13,,,,
24,Willem II Tilburg,Eredivisie,left,184,Karim Coulibaly,France  Senegal,W,2012-13,0,11,0,344
18,Willem II Tilburg U21,Eredivisie,left,190,KristÄÅfer Ingi Kristinsson,Iceland,W,2012-13,,,,
20,Willem II Tilburg,Eredivisie,right,177,Ismail Azzaoui,Belgium  Morocco,W,2012-13,,,,
24,Willem II Tilburg,Eredivisie,left,172,Jordy Croux,Belgium,W,2012-13,2,9,1,389
20,Willem II Tilburg,Eredivisie,right,183,Asumah Abubakar,Portugal  Ghana,W,2012-13,,,,
25,Willem II Tilburg,Eredivisie,,180,Fran Sol,Spain,CF,2012-13,0,15,1,523
33,Willem II Tilburg,Eredivisie,both,178,Bartholomew Ogbeche,Nigeria  France,CF,2012-13,0,8,1,553
29,Willem II Tilburg,Eredivisie,left,178,Etien Velikonja,Slovenia,CF,2012-13,0,7,0,247
21,Sparta Rotterdam,Eredivisie,right,176,Dabney dos Santos,Netherlands  Cape Verde,W,2012-13,,,,
26,Sparta Rotterdam,Eredivisie,left,180,Craig Goodwin,Australia,W,2012-13,3,25,3,1816
22,Sparta Rotterdam,Eredivisie,right,173,Soufyan Ahannach,Netherlands  Morocco,W,2012-13,0,2,0,17
25,Sparta Rotterdam,Eredivisie,left,178,Loris Brogno,Belgium  Italy,W,2012-13,0,8,0,169
30,Sparta Rotterdam,Eredivisie,left,180,Thomas Verhaar,Netherlands,W,2012-13,,,,
21,Sparta Rotterdam,Eredivisie,left,171,Ilias Alhaft,Netherlands,W,2012-13,,,,
29,Sparta Rotterdam,Eredivisie,right,196,Michiel Kramer,Netherlands,CF,2012-13,7,37,26,3197
22,Sparta Rotterdam,Eredivisie,both,187,Fred Friday,Nigeria,CF,2012-13,0,3,0,46
28,Sparta Rotterdam,Eredivisie,both,187,Robert MÄ™hren,Netherlands,CF,2012-13,5,41,13,2170
31,Sparta Rotterdam,Eredivisie,right,192,Nick Proschwitz,Germany,CF,2012-13,1,31,5,1224
19,Sparta Rotterdam,Eredivisie,,187,Ragnar Ache,Germany  Ghana,CF,2012-13,,,,
21,NAC Breda,Eredivisie,,,Thomas Agyepong,Ghana,W,2012-13,,,,
19,NAC Breda,Eredivisie,left,175,Diego Snepvangers,Netherlands,W,2012-13,,,,
24,NAC Breda,Eredivisie,right,170,Giovanni Korte,Netherlands,W,2012-13,0,29,12,1854
19,NAC Breda,Eredivisie,left,167,Paolo Fernandes,Spain,W,2012-13,,,,
21,NAC Breda,Eredivisie,right,192,Umar Sadiq,Nigeria,CF,2012-13,,,,
20,NAC Breda,Eredivisie,right,178,Thierry Ambrose,France  Guadeloupe,CF,2012-13,,,,
26,NAC Breda,Eredivisie,right,191,Mitchell te Vrede,Netherlands,CF,2012-13,0,21,10,1708
20,NAC Breda,Eredivisie,,184,Richelor Sprangers,Haiti  Netherlands,CF,2012-13,,,,
20,Excelsior Rotterdam,Eredivisie,left,182,Levi GarcÄßa,Trinidad and Tobago,W,2012-13,,,,
25,Excelsior Rotterdam,Eredivisie,right,172,Stanley Elbers,Netherlands  Suriname,W,2012-13,0,30,9,1944
21,Excelsior Rotterdam,Eredivisie,both,178,Jinty Caenepeel,Belgium,W,2012-13,,,,
26,Excelsior Rotterdam,Eredivisie,both,185,Mike van Duinen,Netherlands,CF,2012-13,6,35,11,2719
21,Excelsior Rotterdam,Eredivisie,right,177,Zakaria El Azzouzi,Netherlands  Morocco,CF,2012-13,0,0,0,0
23,Roda JC Kerkrade,Eredivisie,both,186,Gyliano van Velzen,Netherlands  Suriname,W,2012-13,2,12,1,687
27,Roda JC Kerkrade,Eredivisie,right,176,Mikhael Rosheuvel,Netherlands  Suriname,W,2012-13,3,45,11,2909
24,Roda JC Kerkrade,Eredivisie,right,184,Mario Engels,Germany,W,2012-13,3,17,1,1114
22,Roda JC Kerkrade,Eredivisie,right,179,CÄ˜lestin Djim,Belgium  Central African Republic,W,2012-13,,,,
28,Roda JC Kerkrade,Eredivisie,both,187,Dani Schahin,Germany,CF,2012-13,2,34,8,1995
19,Roda JC Kerkrade,Eredivisie,,186,Jorn Vancamp,Belgium,CF,2012-13,,,,
22,Roda JC Kerkrade,Eredivisie,,191,Maecky Ngombo,Belgium  DR Congo,CF,2012-13,,,,
27,VVV-Venlo,Eredivisie,right,184,Torino Hunte,Netherlands  Suriname,W,2012-13,,,,
21,VVV-Venlo,Eredivisie,,175,Lugman Bezzat,Netherlands  Morocco,W,2012-13,,,,
22,VVV-Venlo,Eredivisie,left,179,Vito van Crooij,Netherlands,W,2012-13,0,0,0,0
34,VVV-Venlo,Eredivisie,right,170,Romeo Castelen,Netherlands  Suriname,W,2012-13,0,2,0,38
26,VVV-Venlo,Eredivisie,right,184,Lennart Thy,Germany,CF,2012-13,1,24,3,1590
19,VVV-Venlo,Eredivisie,,190,Emil Riis,Denmark,CF,2012-13,,,,
22,Manchester City,Premier League,left,184,Leroy SanÄ˜,Germany  France,W,2012-13,2,17,1,769
23,Manchester City,Premier League,right,170,Raheem Sterling,England  Jamaica,W,2012-13,6,38,3,2385
23,Manchester City,Premier League,left,173,Bernardo Silva,Portugal,W,2012-13,,,,
29,Manchester City,Premier League,right,173,Sergio AgÄ™ero,Argentina  Spain,CF,2012-13,5,40,17,2716
20,Manchester City,Premier League,right,175,Gabriel Jesus,Brazil,CF,2012-13,,,,
29,Manchester United,Premier League,right,169,Alexis SÄnchez,Chile,W,2012-13,13,46,11,2625
22,Manchester United,Premier League,right,183,Anthony Martial,France  Guadeloupe,W,2012-13,0,4,0,57
25,Manchester United,Premier League,right,174,Jesse Lingard,England,W,2012-13,7,27,4,1991
24,Manchester United,Premier League,left,191,Romelu Lukaku,Belgium  DR Congo,CF,2012-13,7,38,17,2250
20,Manchester United,Premier League,right,185,Marcus Rashford,England,CF,2012-13,,,,
36,Manchester United,Premier League,both,195,Zlatan Ibrahimovic,Sweden  Bosnia-Herzegovina,CF,2012-13,17,46,35,4083
25,Tottenham Hotspur,Premier League,both,184,Heung-Min Son,"Korea, South",W,2012-13,2,34,12,2786
25,Tottenham Hotspur,Premier League,right,174,Lucas,Brazil,W,2012-13,6,15,0,1068
26,Tottenham Hotspur,Premier League,left,184,Ä?rik Lamela,Argentina  Spain,W,2012-13,6,36,15,2857
24,Tottenham Hotspur,Premier League,right,188,Harry Kane,England,CF,2012-13,6,27,5,1330
33,Tottenham Hotspur,Premier League,right,193,Fernando Llorente,Spain,CF,2012-13,3,36,5,1327
27,Chelsea FC,Premier League,both,173,Eden Hazard,Belgium,W,2012-13,24,62,13,4523
30,Chelsea FC,Premier League,both,167,Pedro,Spain,W,2012-13,12,45,10,3415
29,Chelsea FC,Premier League,right,175,Willian,Brazil,W,2012-13,15,35,8,2660
25,Chelsea FC,Premier League,right,189,ÄÅlvaro Morata,Spain,CF,2012-13,8,33,14,2196
31,Chelsea FC,Premier League,left,192,Olivier Giroud,France,CF,2012-13,12,47,17,3201
25,Liverpool FC,Premier League,right,175,Sadio ManÄ˜,Senegal,W,2012-13,10,30,19,2481
18,Liverpool FC,Premier League,right,174,Ben Woodburn,Wales  England,W,2012-13,,,,
25,Liverpool FC,Premier League,left,175,Mohamed Salah,Egypt,W,2012-13,11,50,10,2873
25,Liverpool FC,Premier League,right,178,Danny Ings,England,CF,2012-13,1,33,3,1716
20,Liverpool FC,Premier League,right,186,Dominic Solanke,England  Nigeria,CF,2012-13,,,,
21,Arsenal FC,Premier League,right,183,Alex Iwobi,Nigeria  England,W,2012-13,,,,
28,Arsenal FC,Premier League,right,187,Pierre-Emerick Aubameyang,Gabon  France,CF,2012-13,15,45,21,3850
26,Arsenal FC,Premier League,right,175,Alexandre Lacazette,France  Guadeloupe,CF,2012-13,10,37,4,2756
27,Arsenal FC,Premier League,right,183,Danny Welbeck,England  Ghana,CF,2012-13,5,40,2,2162
28,Everton FC,Premier League,both,185,Yannick Bolasie,DR Congo  England,W,2012-13,8,48,3,3476
28,Everton FC,Premier League,both,175,Theo Walcott,England,W,2012-13,16,43,21,2988
26,Everton FC,Premier League,right,183,Cenk Tosun,Turkey  Germany,CF,2012-13,9,35,11,2721
20,Everton FC,Premier League,right,187,Dominic Calvert-Lewin,England,CF,2012-13,,,,
27,Everton FC,Premier League,right,182,Oumar Niasse,Senegal,CF,2012-13,,,,
24,Southampton FC,Premier League,right,173,Nathan Redmond,England  Ireland,W,2012-13,7,42,2,2455
29,Southampton FC,Premier League,left,181,Dusan Tadic,Serbia,W,2012-13,22,51,16,4342
20,Southampton FC,Premier League,left,168,Josh Sims,England,W,2012-13,,,,
26,Southampton FC,Premier League,left,181,Manolo Gabbiadini,Italy,CF,2012-13,2,31,7,1792
28,Southampton FC,Premier League,right,188,Charlie Austin,England,CF,2012-13,3,40,27,3420
31,Southampton FC,Premier League,both,180,Shane Long,Ireland,CF,2012-13,5,37,11,2351
26,Southampton FC,Premier League,right,191,Guido Carrillo,Argentina  Italy,CF,2012-13,0,28,4,1385
28,West Ham United,Premier League,both,193,Marko Arnautovic,Austria  Serbia,W,2012-13,9,27,5,2020
27,West Ham United,Premier League,right,180,Michail Antonio,England  Jamaica,W,2012-13,11,42,8,3695
29,West Ham United,Premier League,right,175,Chicharito,Mexico,CF,2012-13,8,36,18,2086
29,West Ham United,Premier League,left,193,Andy Carroll,England,CF,2012-13,4,26,7,1954
25,West Ham United,Premier League,right,183,Jordan Hugill,England,CF,2012-13,,,,
21,Leicester City,Premier League,right,179,Demarai Gray,England  Jamaica,W,2012-13,,,,
27,Leicester City,Premier League,left,179,Riyad Mahrez,Algeria  France,W,2012-13,6,38,5,2399
31,Leicester City,Premier League,right,179,Jamie Vardy,England,CF,2012-13,4,29,5,1638
21,Leicester City,Premier League,left,184,Kelechi Iheanacho,Nigeria,CF,2012-13,,,,
31,Leicester City,Premier League,both,174,Shinji Okazaki,Japan,CF,2012-13,1,42,4,2023
22,Leicester City,Premier League,left,175,Fousseni DiabatÄ˜,Mali  France,CF,2012-13,,,,
29,Crystal Palace,Premier League,left,183,Bakary Sako,Mali  France,W,2012-13,11,41,10,3354
25,Crystal Palace,Premier League,right,180,Wilfried Zaha,Cote d'Ivoire  England,W,2012-13,12,50,8,4350
26,Crystal Palace,Premier League,left,177,Andros Townsend,England,W,2012-13,8,27,5,1654
29,Crystal Palace,Premier League,right,180,Chung-Yong Lee,"Korea, South",W,2012-13,8,44,5,3169
27,Crystal Palace,Premier League,right,190,Christian Benteke,Belgium  DR Congo,CF,2012-13,8,47,27,4007
24,Crystal Palace,Premier League,right,189,Connor Wickham,England  Northern Ireland,CF,2012-13,0,25,7,1282
22,Crystal Palace,Premier League,left,194,Alexander SÄìrloth,Norway,CF,2012-13,0,0,0,0
28,Stoke City,Premier League,right,191,Eric Maxim Choupo-Moting,Cameroon  Germany,W,2012-13,1,11,1,644
25,Stoke City,Premier League,right,178,JesÄ˜,Spain,W,2012-13,12,38,22,3134
21,Stoke City,Premier League,right,183,Ramadan Sobhi,Egypt,W,2012-13,,,,
26,Stoke City,Premier League,left,169,Xherdan Shaqiri,Switzerland  Kosovo,W,2012-13,13,39,8,1896
24,Stoke City,Premier League,right,179,Saido Berahino,England  Burundi,CF,2012-13,3,16,5,1065
30,Stoke City,Premier League,right,185,Mame Diouf,Senegal,CF,2012-13,8,36,17,2745
37,Stoke City,Premier League,right,201,Peter Crouch,England  Ireland,CF,2012-13,6,38,8,2530
20,Watford FC,Premier League,right,179,Richarlison,Brazil,W,2012-13,,,,
23,Watford FC,Premier League,right,177,Gerard Deulofeu,Spain,W,2012-13,5,37,18,2451
26,Watford FC,Premier League,right,181,AndrÄ˜ Carrillo,Peru,W,2012-13,4,31,3,1778
20,Watford FC,Premier League,left,187,Dodi Lukebakio,Belgium  DR Congo,W,2012-13,,,,
26,Watford FC,Premier League,right,178,Andre Gray,England  Jamaica,CF,2012-13,10,50,18,3937
29,Watford FC,Premier League,right,184,Troy Deeney,England  Jamaica,CF,2012-13,10,43,20,3295
28,Watford FC,Premier League,right,186,Stefano Okaka,Italy  Nigeria,CF,2012-13,6,38,7,2224
21,Watford FC,Premier League,right,181,Jerome Sinclair,England  Jamaica,CF,2012-13,0,2,0,99
28,West Bromwich Albion,Premier League,right,187,Nacer Chadli,Belgium  Morocco,W,2012-13,11,38,18,2927
28,West Bromwich Albion,Premier League,left,180,James McClean,Ireland  Northern Ireland,W,2012-13,4,41,5,2706
28,West Bromwich Albion,Premier League,left,183,Hal Robson-Kanu,Wales  England,W,2012-13,5,30,7,1685
20,West Bromwich Albion,Premier League,right,188,Oliver Burke,Scotland,W,2012-13,,,,
26,West Bromwich Albion,Premier League,right,183,Matt Phillips,Scotland  England,W,2012-13,4,34,4,2514
18,West Bromwich Albion,Premier League,right,182,Jonathan Leko,England  DR Congo,W,2012-13,,,,
28,West Bromwich Albion,Premier League,left,180,Daniel Sturridge,England  Jamaica,CF,2012-13,6,28,13,1560
28,West Bromwich Albion,Premier League,right,186,JosÄ˜ SalomÄÅn RondÄÅn,Venezuela,CF,2012-13,2,37,13,2834
28,West Bromwich Albion,Premier League,right,185,Jay RodrÄßguez,England  Spain,CF,2012-13,8,37,9,2355
28,Swansea City,Premier League,left,176,AndrÄ˜ Ayew,Ghana  France,W,2012-13,5,45,12,3846
33,Swansea City,Premier League,right,170,Wayne Routledge,England  Jamaica,W,2012-13,10,44,5,3056
23,Swansea City,Premier League,right,178,Kenji GorrÄ˜,Curacao  Netherlands,W,2012-13,,,,
27,Swansea City,Premier League,right,175,Luciano Narsingh,Netherlands  Suriname,W,2012-13,9,26,6,1817
30,Swansea City,Premier League,right,165,Nathan Dyer,England  Jamaica,W,2012-13,5,44,6,2859
29,Swansea City,Premier League,right,181,Wilfried Bony,Cote d'Ivoire,CF,2012-13,10,36,37,3063
20,Swansea City,Premier League,right,190,Tammy Abraham,England  Nigeria,CF,2012-13,,,,
26,Swansea City,Premier League,right,182,Jordan Ayew,Ghana  France,CF,2012-13,5,47,10,2696
26,Newcastle United,Premier League,left,165,Christian Atsu,Ghana,W,2012-13,4,31,1,1103
23,Newcastle United,Premier League,right,173,Jacob Murphy,England,W,2012-13,3,20,9,1781
29,Newcastle United,Premier League,right,188,Islam Slimani,Algeria,CF,2012-13,1,17,6,1471
27,Newcastle United,Premier League,right,177,Dwight Gayle,England  Jamaica,CF,2012-13,8,49,20,4094
27,Newcastle United,Premier League,right,192,Joselu,Spain,CF,2012-13,2,25,5,1597
23,Burnley FC,Premier League,right,174,Georges-Kevin N'Koudou,France  Cameroon,W,2012-13,,,,
30,Burnley FC,Premier League,right,165,Aaron Lennon,England  Ireland,W,2012-13,9,46,4,3679
27,Burnley FC,Premier League,left,186,Johann Berg Gudmundsson,Iceland,W,2012-13,7,42,6,2321
34,Burnley FC,Premier League,right,183,Jonathan Walters,Ireland  England,W,2012-13,4,42,11,3653
26,Burnley FC,Premier League,right,191,Chris Wood,New Zealand,CF,2012-13,7,45,23,3623
28,Burnley FC,Premier League,right,186,Sam Vokes,Wales  England,CF,2012-13,2,49,4,1821
27,Burnley FC,Premier League,right,170,Nahki Wells,Bermuda,CF,2012-13,7,54,26,3538
25,Brighton & Hove Albion,Premier League,right,171,JosÄ˜ Izquierdo,Colombia,W,2012-13,,,,
26,Brighton & Hove Albion,Premier League,right,176,JirÄß SkalÄk,Czech Republic,W,2012-13,1,23,0,854
26,Brighton & Hove Albion,Premier League,left,172,Anthony Knockaert,France  Belgium,W,2012-13,7,47,9,3085
24,Brighton & Hove Albion,Premier League,right,185,JÄ™rgen Locadia,Netherlands  Curacao,CF,2012-13,4,37,29,2096
31,Brighton & Hove Albion,Premier League,right,188,Leonardo Ulloa,Argentina  Spain,CF,2012-13,4,42,16,2793
28,Brighton & Hove Albion,Premier League,right,170,Sam Baldock,England,CF,2012-13,2,34,10,2151
34,Brighton & Hove Albion,Premier League,right,186,Glenn Murray,England,CF,2012-13,6,45,31,3906
30,Brighton & Hove Albion,Premier League,right,182,Tomer Hemed,Israel  Poland,CF,2012-13,2,38,11,2485
24,AFC Bournemouth,Premier League,right,163,Ryan Fraser,Scotland,W,2012-13,6,23,0,1257
28,AFC Bournemouth,Premier League,right,183,Junior Stanislas,England  St. Lucia,W,2012-13,9,37,5,2370
30,AFC Bournemouth,Premier League,right,180,Marc Pugh,England,W,2012-13,10,46,8,3845
22,AFC Bournemouth,Premier League,right,176,Jordon Ibe,England  Nigeria,W,2012-13,4,13,1,831
26,AFC Bournemouth,Premier League,right,180,Callum Wilson,England  Ireland,CF,2012-13,0,12,1,391
22,AFC Bournemouth,Premier League,right,184,Lys Mousset,France,CF,2012-13,,,,
35,AFC Bournemouth,Premier League,right,171,Jermain Defoe,England  St. Lucia,CF,2012-13,6,43,15,3027
26,Huddersfield Town,Premier League,left,178,Tom Ince,England  Barbados,W,2012-13,14,47,18,4108
26,Huddersfield Town,Premier League,right,181,Rajiv van La Parra,Netherlands  Suriname,W,2012-13,3,38,5,2517
27,Huddersfield Town,Premier League,right,176,Sean Scannell,Ireland  England,W,2012-13,1,38,3,2300
23,Huddersfield Town,Premier League,right,190,Steve MouniÄ˜,Benin  France,CF,2012-13,,,,
29,Huddersfield Town,Premier League,right,191,Laurent Depoitre,Belgium,CF,2012-13,4,38,15,2989
25,Huddersfield Town,Premier League,right,178,Elias Kachunga,DR Congo  Germany,CF,2012-13,2,20,6,1370
26,Huddersfield Town,Premier League,,191,Collin Quaner,Germany  Ghana,CF,2012-13,3,16,2,1147
31,Besiktas JK,SÄ™per Lig,right,185,Ryan Babel,Netherlands  Suriname,W,2012-13,7,22,5,1305
30,Besiktas JK,SÄ™per Lig,right,178,Jeremain Lens,Netherlands  Suriname,W,2012-13,12,40,19,3332
26,Besiktas JK,SÄ™per Lig,left,176,GÄìkhan TÄìre,Turkey  Germany,W,2012-13,0,7,0,278
34,Besiktas JK,SÄ™per Lig,right,175,Ricardo Quaresma,Portugal,W,2012-13,,,,
22,Besiktas JK,SÄ™per Lig,right,188,Cyle Larin,Canada  Jamaica,CF,2012-13,,,,
32,Besiktas JK,SÄ™per Lig,left,186,ÄÅlvaro Negredo,Spain,CF,2012-13,4,42,31,3523
33,Besiktas JK,SÄ™per Lig,both,172,VÄgner Love,Brazil,CF,2012-13,7,22,12,2014
29,Besiktas JK,SÄ™per Lig,right,182,Mustafa Pektemek,Turkey,CF,2012-13,1,9,2,639
27,Galatasaray SK,SÄ™per Lig,right,173,Garry Rodrigues,Cape Verde  Netherlands,W,2012-13,10,42,12,3600
30,Galatasaray SK,SÄ™per Lig,right,179,Yasin Ä?ztekin,Turkey  Germany,W,2012-13,3,31,4,2027
28,Galatasaray SK,SÄ™per Lig,right,177,Sofiane Feghouli,Algeria  France,W,2012-13,7,37,6,2902
24,Galatasaray SK,SÄ™per Lig,left,179,Sinan GÄ™mÄ™s,Germany,W,2012-13,1,23,1,717
32,Galatasaray SK,SÄ™per Lig,right,184,BafÄ˜timbi Gomis,France  Senegal,CF,2012-13,6,45,21,3243
29,Galatasaray SK,SÄ™per Lig,right,191,Eren Derdiyok,Switzerland  Turkey,CF,2012-13,1,20,1,875
33,Fenerbahce SK,SÄ™per Lig,right,167,Mathieu Valbuena,France,W,2012-13,15,49,5,3979
31,Fenerbahce SK,SÄ™per Lig,right,176,Aatif Chahechouhe,Morocco  France,W,2012-13,8,38,8,3001
20,Fenerbahce SK,SÄ™per Lig,left,170,Samed Karakoc,Turkey,W,2012-13,,,,
23,Fenerbahce SK,SÄ™per Lig,left,183,Vincent Janssen,Netherlands,CF,2012-13,0,12,6,857
32,Fenerbahce SK,SÄ™per Lig,both,180,Roberto Soldado,Spain,CF,2012-13,5,46,30,3680
30,Fenerbahce SK,SÄ™per Lig,right,192,FernandÄ?o,Brazil,CF,2012-13,1,35,14,3007
31,Basaksehir,SÄ™per Lig,right,177,Arda Turan,Turkey,W,2012-13,8,41,5,2915
24,Basaksehir,SÄ™per Lig,right,171,Kerim Frei,Turkey  Switzerland,W,2012-13,2,17,0,801
31,Basaksehir,SÄ™per Lig,right,176,Eljero Elia,Netherlands,W,2012-13,3,25,1,1798
27,Basaksehir,SÄ™per Lig,both,176,Tunay Torun,Turkey  Germany,W,2012-13,1,16,1,723
23,Basaksehir,SÄ™per Lig,left,189,Riad Bajié?,Bosnia-Herzegovina,CF,2012-13,0,0,0,0
34,Basaksehir,SÄ™per Lig,right,192,Emmanuel Adebayor,Togo  Nigeria,CF,2012-13,2,34,8,2468
31,Basaksehir,SÄ™per Lig,right,181,MevlÄ™t Erdinc,Turkey  France,CF,2012-13,6,37,13,2650
30,Trabzonspor,SÄ™per Lig,right,179,Olcay Sahan,Turkey  Germany,W,2012-13,6,37,11,3036
25,Trabzonspor,SÄ™per Lig,both,170,FabiÄn Castillo,Colombia,W,2012-13,5,36,2,2415
32,Trabzonspor,SÄ™per Lig,both,188,Burak Yilmaz,Turkey,CF,2012-13,8,39,32,3179
