age,current club,current league,foot,height,name,nationality,position,season,assists, games,goals,minutes
19,KV Mechelen,Jupiler Pro League,right,178,Hassane BandÄ˜,Burkina Faso,W,2016-17,,,,
32,KV Mechelen,Jupiler Pro League,left,185,ClÄ˜ment Tainmont,France,W,2016-17,8,33,1,2005
21,KV Mechelen,Jupiler Pro League,left,174,Andy Kawaya,Belgium  DR Congo,W,2016-17,,,,
18,KV Mechelen,Jupiler Pro League,,,Abou Ouattara,Burkina Faso,W,2016-17,,,,
29,KV Mechelen,Jupiler Pro League,right,188,Fatos Beqiraj,Montenegro  Kosovo,CF,2016-17,5,33,10,2024
31,KV Mechelen,Jupiler Pro League,left,187,Nicolas Verdier,France,CF,2016-17,3,37,9,2532
30,KV Mechelen,Jupiler Pro League,right,188,Nicklas Pedersen,Denmark,CF,2016-17,1,15,1,218
27,KV Oostende,Jupiler Pro League,both,177,Knowledge Musona,Zimbabwe,W,2016-17,5,33,13,2677
26,KV Oostende,Jupiler Pro League,left,177,Ibrahima ContÄ˜,Guinea  Belgium,W,2016-17,0,17,1,878
24,KV Oostende,Jupiler Pro League,right,178,Nicolas Rajsel,Slovenia  France,W,2016-17,7,31,13,2496
21,KV Oostende,Jupiler Pro League,right,187,Richairo Zivkovic,Netherlands  Serbia,CF,2016-17,4,40,15,2539
24,KV Oostende,Jupiler Pro League,right,198,Zinho Gano,Belgium  Guinea-Bissau,CF,2016-17,5,37,12,3082
31,KV Oostende,Jupiler Pro League,right,184,Joseph Akpala,Nigeria  Belgium,CF,2016-17,2,21,4,555
22,SV Zulte Waregem,Jupiler Pro League,left,177,Theo Bongonda,Belgium,W,2016-17,6,42,2,2898
28,SV Zulte Waregem,Jupiler Pro League,right,180,Nill De Pauw,Belgium  DR Congo,W,2016-17,2,35,6,1270
31,SV Zulte Waregem,Jupiler Pro League,both,169,Alessandro Cordaro,Belgium  Italy,W,2016-17,4,31,4,2310
20,SV Zulte Waregem,Jupiler Pro League,right,182,Aaron Leya Iseka,Belgium  DR Congo,CF,2016-17,2,9,0,332
22,SV Zulte Waregem,Jupiler Pro League,both,188,Peter Olayinka,Nigeria,CF,2016-17,3,32,7,2248
20,SV Zulte Waregem,Jupiler Pro League,right,192,Ivan Saponjic,Serbia,CF,2016-17,0,21,3,936
33,SV Zulte Waregem,Jupiler Pro League,right,186,Hamdi Harbaoui,Tunisia  Belgium,CF,2016-17,1,25,6,1470
22,Royal Antwerp FC,Jupiler Pro League,right,180,Ivo Rodrigues,Portugal,W,2016-17,3,29,1,1805
31,Royal Antwerp FC,Jupiler Pro League,right,176,Jonathan Pitroipa,Burkina Faso,W,2016-17,2,12,6,857
23,Royal Antwerp FC,Jupiler Pro League,right,178,Romain Habran,France,W,2016-17,0,13,1,950
26,Royal Antwerp FC,Jupiler Pro League,,169,Stallone Limbombe,Belgium  DR Congo,W,2016-17,4,22,2,912
22,Royal Antwerp FC,Jupiler Pro League,right,196,Obbi Oulare,Belgium  Guinea,CF,2016-17,3,22,4,1007
19,Royal Antwerp FC,Jupiler Pro League,left,183,JoaquÄßn Ardaiz,Uruguay,CF,2016-17,2,19,3,929
28,Royal Antwerp FC,Jupiler Pro League,right,188,William Owusu Acheampong,Ghana  Portugal,CF,2016-17,1,21,8,1666
32,Royal Antwerp FC,Jupiler Pro League,right,183,BjÄìrn Vleminckx,Belgium,CF,2016-17,1,19,5,1056
24,Royal Antwerp FC,Jupiler Pro League,right,183,Kafoumba TourÄ˜,Mali  Cote d'Ivoire,CF,2016-17,0,1,0,90
22,Royal Antwerp FC,Jupiler Pro League,right,182,Roberto NÄ¶Ä§ez,Spain,CF,2016-17,0,1,1,31
29,RSC Charleroi,Jupiler Pro League,right,183,Amara Baby,Senegal  France,W,2016-17,1,35,5,2239
26,RSC Charleroi,Jupiler Pro League,right,184,Mamadou Fall,Senegal,W,2016-17,4,34,4,2207
29,RSC Charleroi,Jupiler Pro League,right,177,Romain Grange,France,W,2016-17,5,36,4,2564
31,RSC Charleroi,Jupiler Pro League,right,175,Jordan Remacle,Belgium,W,2016-17,2,20,2,1100
25,RSC Charleroi,Jupiler Pro League,right,185,Kaveh Rezaei,Iran,CF,2016-17,13,40,13,3624
22,RSC Charleroi,Jupiler Pro League,,190,Chris Bedia,Cote d'Ivoire  France,CF,2016-17,3,38,6,1992
29,RSC Charleroi,Jupiler Pro League,left,188,David Pollet,Belgium  France,CF,2016-17,2,34,8,2307
25,Sint-Truidense VV,Jupiler Pro League,right,173,Igor Vetokele,Angola  Belgium,W,2016-17,6,34,9,1990
25,Sint-Truidense VV,Jupiler Pro League,left,173,Cristian Ceballos,Spain,W,2016-17,5,33,6,1987
22,Sint-Truidense VV,Jupiler Pro League,right,182,Elton Acolatse,Netherlands  Ghana,W,2016-17,3,29,6,2046
30,Sint-Truidense VV,Jupiler Pro League,right,179,Jonathan Legear,Belgium,W,2016-17,3,16,1,590
24,Sint-Truidense VV,Jupiler Pro League,right,184,Jordan Botaka,DR Congo  Netherlands,W,2016-17,2,29,2,1091
24,Sint-Truidense VV,Jupiler Pro League,,181,Yohan Boli,Cote d'Ivoire  France,CF,2016-17,2,27,7,1666
22,Sint-Truidense VV,Jupiler Pro League,right,186,Chuba Akpom,England  Nigeria,CF,2016-17,2,15,3,563
23,Sint-Truidense VV,Jupiler Pro League,right,190,Babacar Gueye,Senegal,CF,2016-17,2,19,3,628
21,Sint-Truidense VV,Jupiler Pro League,,,Kurt Abrahams,South Africa,CF,2016-17,1,7,3,178
22,Waasland-Beveren,Jupiler Pro League,,175,Nana Opoku Ampomah,Ghana,W,2016-17,1,20,2,510
22,Waasland-Beveren,Jupiler Pro League,both,186,Aleksandar Boljevic,Montenegro,W,2016-17,6,32,1,1679
22,Waasland-Beveren,Jupiler Pro League,both,171,Tuur Dierckx,Belgium,W,2016-17,6,27,6,1779
23,Waasland-Beveren,Jupiler Pro League,right,180,Floriano Vanzo,Belgium  Italy,W,2016-17,0,14,0,835
23,Waasland-Beveren,Jupiler Pro League,,178,Olivier Myny,Belgium,W,2016-17,3,28,4,1688
25,Waasland-Beveren,Jupiler Pro League,right,189,Isaac Thelin,Sweden  DR Congo,CF,2016-17,3,31,4,1011
20,Waasland-Beveren,Jupiler Pro League,,183,Ryan Mmaee,Belgium  Morocco,CF,2016-17,1,7,1,417
22,Waasland-Beveren,Jupiler Pro League,,188,Cherif Ndiaye,Senegal,CF,2016-17,0,4,0,67
31,KSC Lokeren,Jupiler Pro League,right,178,Steve De Ridder,Belgium,W,2016-17,6,34,4,2496
20,KSC Lokeren,Jupiler Pro League,,,Bob Straetman,Belgium,W,2016-17,1,26,2,1190
21,KSC Lokeren,Jupiler Pro League,,178,Mohamed Ofkir,Norway,W,2016-17,1,9,0,402
25,KSC Lokeren,Jupiler Pro League,right,176,Guus Hupperts,Netherlands,W,2016-17,5,27,3,2061
30,KSC Lokeren,Jupiler Pro League,right,193,Marko Miric,Serbia,W,2016-17,3,31,5,1715
19,KSC Lokeren,Jupiler Pro League,right,175,Yusuf Lawal,Nigeria,W,2016-17,,,,
32,KSC Lokeren,Jupiler Pro League,right,192,Tom De Sutter,Belgium,CF,2016-17,4,35,10,2310
28,KSC Lokeren,Jupiler Pro League,right,180,Jean Alassane Mendy,Norway,CF,2016-17,1,27,11,1709
25,KSC Lokeren,Jupiler Pro League,right,189,Lewis Enoh,Cameroon  Portugal,CF,2016-17,0,11,1,435
29,KV Kortrijk,Jupiler Pro League,right,176,Idir Ouali,Algeria  France,W,2016-17,6,35,3,2593
30,KV Kortrijk,Jupiler Pro League,right,178,Teddy Chevalier,France,CF,2016-17,2,22,4,1542
33,KV Kortrijk,Jupiler Pro League,right,184,JÄ˜rÄ˜my Perbet,France,CF,2016-17,3,43,16,2200
29,KV Kortrijk,Jupiler Pro League,right,195,Athanasios Papazoglou,Greece,CF,2016-17,3,37,4,1948
21,Royal Excel Mouscron,Jupiler Pro League,right,176,Fabrice Olinga,Cameroon,W,2016-17,0,18,0,624
22,Royal Excel Mouscron,Jupiler Pro League,left,180,Dorin Rotariu,Romania,W,2016-17,5,37,8,2320
23,Royal Excel Mouscron,Jupiler Pro League,right,188,Jonathan Bolingi,DR Congo,CF,2016-17,0,6,0,256
20,Royal Excel Mouscron,Jupiler Pro League,right,178,Taiwo Awoniyi,Nigeria,CF,2016-17,2,28,8,1672
24,Royal Excel Mouscron,Jupiler Pro League,left,189,Mario Jelavic,Croatia,CF,2016-17,0,31,13,2398
23,Royal Excel Mouscron,Jupiler Pro League,right,180,Yanis Mbombo,Belgium  DR Congo,CF,2016-17,0,11,2,543
20,Royal Excel Mouscron,Jupiler Pro League,left,188,ClÄ˜ment Petit,Belgium,CF,2016-17,,,,
20,KAS Eupen,Jupiler Pro League,left,173,Eric Ocansey,Ghana,W,2016-17,6,26,5,2062
28,KAS Eupen,Jupiler Pro League,right,179,Florian Raspentino,France,CF,2016-17,0,9,0,274
35,KAS Eupen,Jupiler Pro League,right,183,Mbaye Leye,Senegal,CF,2016-17,6,46,18,4025
26,KAS Eupen,Jupiler Pro League,right,176,Mamadou KonÄ˜,Cote d'Ivoire,CF,2016-17,0,5,0,169
27,KAS Eupen,Jupiler Pro League,right,183,Moussa Diallo,Belgium  Senegal,CF,2016-17,,,,
22,KAS Eupen,Jupiler Pro League,,172,Damien Mouchamps,Belgium,CF,2016-17,1,6,1,147
28,FC Porto,Liga NOS,right,175,Yacine Brahimi,Algeria  France,W,2016-17,4,31,7,1927
25,FC Porto,Liga NOS,both,173,JesÄ¶s Corona,Mexico,W,2016-17,9,41,6,2219
26,FC Porto,Liga NOS,left,180,HernÄ´ni,Portugal  Cape Verde,W,2016-17,7,35,12,2390
26,FC Porto,Liga NOS,right,184,Vincent Aboubakar,Cameroon,CF,2016-17,4,38,19,2423
27,FC Porto,Liga NOS,right,187,Tiquinho Soares,Brazil,CF,2016-17,4,38,20,3302
23,FC Porto,Liga NOS,right,184,GonÄ‰alo PaciÄ•ncia,Portugal,CF,2016-17,0,16,1,585
22,Sporting CP,Liga NOS,right,173,Gelson Martins,Portugal  Cape Verde,W,2016-17,13,44,7,3642
22,Sporting CP,Liga NOS,right,165,Daniel Podence,Portugal,W,2016-17,6,31,4,1882
28,Sporting CP,Liga NOS,right,196,Bas Dost,Netherlands,CF,2016-17,7,43,37,3667
30,Sporting CP,Liga NOS,both,179,Seydou Doumbia,Cote d'Ivoire,CF,2016-17,2,34,21,1903
23,SL Benfica,Liga NOS,left,166,Franco Cervi,Argentina  Italy,W,2016-17,7,41,7,2472
21,SL Benfica,Liga NOS,right,178,Diogo GonÄ‰alves,Portugal,W,2016-17,11,40,10,3553
27,SL Benfica,Liga NOS,right,173,Eduardo Salvio,Argentina,W,2016-17,10,42,9,2902
24,SL Benfica,Liga NOS,right,171,Rafa Silva,Portugal,W,2016-17,6,33,2,1805
21,SL Benfica,Liga NOS,left,169,Andrija Zivkovic,Serbia,W,2016-17,11,24,1,1583
26,SL Benfica,Liga NOS,right,190,Raé?è?l Jimé?èÌnez,Mexico,CF,2016-17,3,32,11,1182
33,SL Benfica,Liga NOS,right,182,Jonas,Brazil  Italy,CF,2016-17,6,28,18,1828
26,SL Benfica,Liga NOS,left,185,Haris Seferovic,Switzerland  Bosnia-Herzegovina,CF,2016-17,0,29,4,1405
25,SC Braga,Liga NOS,right,191,Ahmed Hassan,Egypt,CF,2016-17,5,23,4,1573
28,SC Braga,Liga NOS,right,190,Dyego Sousa,Brazil,CF,2016-17,3,21,8,1462
21,VitÄÅria GuimarÄ?es SC,Liga NOS,left,176,Raphinha,Brazil  Italy,W,2016-17,7,40,4,2200
29,VitÄÅria GuimarÄ?es SC,Liga NOS,right,174,HÄ˜ldon,Cape Verde  South Africa,W,2016-17,6,33,2,2313
24,VitÄÅria GuimarÄ?es SC,Liga NOS,both,183,FÄbio Sturgeon,Portugal  England,W,2016-17,2,31,2,2006
20,VitÄÅria GuimarÄ?es SC,Liga NOS,left,179,HÄ˜lder Ferreira,Portugal,W,2016-17,3,39,2,2558
25,Vité?è?ria Guimaré?èÅes SC,Liga NOS,left,180,Welthon,Brazil,CF,2016-17,6,33,16,2761
25,VitÄÅria GuimarÄ?es SC,Liga NOS,right,185,Junior Tallo,Cote d'Ivoire,CF,2016-17,0,11,1,585
24,VitÄÅria GuimarÄ?es SC,Liga NOS,,185,SebastiÄn RincÄÅn,Colombia,CF,2016-17,2,25,2,1664
21,VitÄÅria GuimarÄ?es SC,Liga NOS,left,182,Ä?scar EstupiÄ§Än,Colombia,CF,2016-17,,,,
28,VitÄÅria GuimarÄ?es SC,Liga NOS,right,177,Rafael Martins,Brazil,CF,2016-17,1,20,3,1177
30,Rio Ave FC,Liga NOS,right,184,HÄ˜lder Guedes,Portugal,CF,2016-17,2,35,8,2175
26,CS MarÄßtimo,Liga NOS,right,181,Ricardo Valente,Portugal,W,2016-17,0,32,4,1831
29,CS MarÄßtimo,Liga NOS,both,180,Gevorg Ghazaryan,Armenia,W,2016-17,3,29,4,1951
28,CS MarÄßtimo,Liga NOS,left,179,Ibson,Brazil,W,2016-17,4,36,7,3083
30,CS MarÄßtimo,Liga NOS,right,177,Edgar Costa,Portugal,W,2016-17,7,31,2,2372
26,CS MarÄßtimo,Liga NOS,left,185,Rodrigo Pinho,Brazil  Germany,CF,2016-17,0,21,8,670
24,CS MarÄßtimo,Liga NOS,left,178,Joel Tagueu,Cameroon  Brazil,CF,2016-17,0,26,3,1629
24,CS MarÄßtimo,Liga NOS,right,186,Everton,Brazil,CF,2016-17,,,,
26,GD Estoril Praia,Liga NOS,right,183,AndrÄ˜ Claro,Portugal,W,2016-17,4,28,7,1767
22,GD Estoril Praia,Liga NOS,left,179,Matheus Äçndio,Brazil,W,2016-17,2,31,4,2085
23,GD Estoril Praia,Liga NOS,,181,Jorman Aguilar,Panama,W,2016-17,1,41,11,3102
22,GD Estoril Praia,Liga NOS,left,182,Allano Lima,Brazil,W,2016-17,5,10,1,702
21,GD Estoril Praia,Liga NOS,left,174,Ewandro Costa,Brazil,W,2016-17,0,7,1,234
22,GD Estoril Praia,Liga NOS,right,177,Victor Andrade,Brazil,W,2016-17,0,9,1,272
27,GD Estoril Praia,Liga NOS,right,188,KlÄ˜ber,Brazil,CF,2016-17,3,31,10,1968
21,GD Estoril Praia,Liga NOS,right,182,Bruno Gomes,Brazil,CF,2016-17,2,28,8,1201
22,GD Chaves,Liga NOS,right,171,Jorginho,Portugal  Guinea-Bissau,W,2016-17,3,19,6,1259
27,GD Chaves,Liga NOS,right,177,Davidson,Brazil,W,2016-17,6,45,6,3028
21,GD Chaves,Liga NOS,left,175,Matheus Pereira,Brazil  Portugal,W,2016-17,7,23,9,1649
26,GD Chaves,Liga NOS,right,185,PerdigÄ?o,Brazil,W,2016-17,4,37,6,2721
26,GD Chaves,Liga NOS,right,182,William,Brazil,CF,2016-17,2,28,4,1716
27,GD Chaves,Liga NOS,right,178,Platiny,Brazil,CF,2016-17,1,28,7,1574
23,Portimonense SC,Liga NOS,right,164,Shoya Nakajima,Japan,W,2016-17,7,29,6,1728
23,Portimonense SC,Liga NOS,right,177,Wilson ManafÄ,Portugal  Guinea-Bissau,W,2016-17,3,39,3,1958
25,Portimonense SC,Liga NOS,both,182,Wellington Carvalho,Brazil,W,2016-17,3,43,8,3498
20,Portimonense SC,Liga NOS,left,178,Tabata,Brazil,W,2016-17,2,33,2,1809
27,Portimonense SC,Liga NOS,right,183,FabrÄßcio,Brazil,CF,2016-17,1,14,4,1077
22,Portimonense SC,Liga NOS,right,179,Rui Costa,Portugal,CF,2016-17,2,45,14,3392
36,Portimonense SC,Liga NOS,right,179,Pires,Portugal,CF,2016-17,5,43,23,3666
31,VitÄÅria SetÄ¶bal FC,Liga NOS,right,171,Yannick DjalÄÅ,Portugal  Guinea-Bissau,W,2016-17,,,,
22,VitÄÅria SetÄ¶bal FC,Liga NOS,left,188,AndrÄ˜ Pereira,Portugal,CF,2016-17,1,13,4,815
35,VitÄÅria SetÄ¶bal FC,Liga NOS,right,182,Edinho,Portugal  Guinea-Bissau,CF,2016-17,0,32,9,2070
23,VitÄÅria SetÄ¶bal FC,Liga NOS,right,,Allef,Brazil,CF,2016-17,,,,
21,CF Belenenses,Liga NOS,right,177,Nathan,Brazil,W,2016-17,3,32,5,1774
28,CF Belenenses,Liga NOS,right,174,Diogo Viana,Portugal,W,2016-17,1,24,5,1546
29,CF Belenenses,Liga NOS,right,181,LicÄ,Portugal,W,2016-17,2,22,1,1376
21,CF Belenenses,Liga NOS,right,,Benny,Portugal,W,2016-17,0,8,0,258
24,CF Belenenses,Liga NOS,left,189,Maurides,Brazil,CF,2016-17,3,12,6,930
29,CF Belenenses,Liga NOS,right,183,Yazalde,Guinea-Bissau  Portugal,CF,2016-17,0,19,1,900
33,CF Belenenses,Liga NOS,right,192,Tiago Caeiro,Portugal,CF,2016-17,0,20,4,474
28,Boavista Porto FC,Liga NOS,right,181,Kuca,Cape Verde,W,2016-17,1,28,8,1359
33,Boavista Porto FC,Liga NOS,right,176,Mateus,Angola  Portugal,W,2016-17,7,37,3,2639
26,Boavista Porto FC,Liga NOS,right,175,Renato Santos,Portugal,W,2016-17,2,34,4,2683
25,Boavista Porto FC,Liga NOS,right,180,Ricardo Clarke,Panama,W,2016-17,0,19,7,1265
19,Boavista Porto FC,Liga NOS,right,182,Rui Pedro,Portugal,CF,2016-17,2,35,14,1914
21,Boavista Porto FC,Liga NOS,right,185,Leonardo Ruiz,Colombia,CF,2016-17,4,35,12,2307
24,Boavista Porto FC,Liga NOS,left,188,IvÄn Bulos,Peru,CF,2016-17,0,20,2,1431
24,Boavista Porto FC,Liga NOS,both,188,Yusupha Njie,The Gambia,CF,2016-17,0,13,0,758
24,Boavista Porto FC,Liga NOS,right,204,IdÄ˜ Colubali,Guinea-Bissau,CF,2016-17,0,17,2,402
23,FC PaÄ‰os de Ferreira,Liga NOS,left,181,HÄ•ndrio,Brazil,W,2016-17,,,,
22,FC PaÄ‰os de Ferreira,Liga NOS,right,179,Awer Mabil,Australia  Southern Sudan,W,2016-17,6,32,6,2159
30,FC PaÄ‰os de Ferreira,Liga NOS,right,185,Bruno Moreira,Portugal,CF,2016-17,,,,
24,FC PaÄ‰os de Ferreira,Liga NOS,right,188,Luiz Phellype,Brazil,CF,2016-17,0,13,3,567
28,FC PaÄ‰os de Ferreira,Liga NOS,right,182,Rabiola,Portugal,CF,2016-17,,,,
28,Moreirense FC,Liga NOS,right,180,ArsÄ˜nio,Portugal,W,2016-17,6,28,4,1934
23,Moreirense FC,Liga NOS,right,182,Bilel Aouacheria,France  Algeria,W,2016-17,4,38,5,2439
25,Moreirense FC,Liga NOS,right,174,Ousmane DramÄ˜,France  Mali,W,2016-17,0,29,2,1841
22,Moreirense FC,Liga NOS,right,174,Zizo,Egypt,W,2016-17,5,31,3,2254
34,Moreirense FC,Liga NOS,left,183,Edno,Brazil,CF,2016-17,0,9,2,261
21,Moreirense FC,Liga NOS,right,184,Ronaldo PeÄ§a,Venezuela,CF,2016-17,,,,
21,CD Tondela,Liga NOS,left,176,Murilo,Brazil,W,2016-17,2,21,1,670
23,CD Tondela,Liga NOS,right,180,Tyler Boyd,New Zealand  United States,W,2016-17,5,34,8,2619
25,CD Tondela,Liga NOS,right,177,Juan Delgado,Chile,W,2016-17,1,27,4,1766
23,CD Tondela,Liga NOS,both,176,Miguel Cardoso,Portugal,W,2016-17,4,32,1,2262
27,CD Tondela,Liga NOS,right,180,Harramiz,Sao Tome and Principe  Portugal,W,2016-17,2,47,11,3725
25,CD Tondela,Liga NOS,right,186,TomanÄ˜,Portugal,CF,2016-17,4,30,4,2373
26,CD Tondela,Liga NOS,right,190,Heliardo,Brazil,CF,2016-17,1,16,2,1012
25,CD Feirense,Liga NOS,right,168,LuÄßs Machado,Portugal,W,2016-17,7,32,2,2154
26,CD Feirense,Liga NOS,both,170,Edson Farias,Brazil,W,2016-17,0,11,1,649
29,CD Feirense,Liga NOS,right,176,Hugo Seco,Portugal,W,2016-17,3,23,2,1603
27,CD Feirense,Liga NOS,right,181,ZÄ˜ Manuel,Portugal,W,2016-17,3,33,3,1724
27,CD Feirense,Liga NOS,right,185,Anastasios Karamanos,Greece,CF,2016-17,2,36,7,2647
27,CD Feirense,Liga NOS,right,187,JoÄ?o Silva,Portugal,CF,2016-17,0,20,0,496
26,CD Feirense,Liga NOS,right,186,JosÄ˜ Valencia,Colombia,CF,2016-17,0,2,0,117
28,Desportivo Aves,Liga NOS,right,172,Amilton,Brazil,W,2016-17,9,37,6,3006
31,Desportivo Aves,Liga NOS,left,175,Nildo Petrolina,Brazil,W,2016-17,5,35,2,2056
29,Desportivo Aves,Liga NOS,right,184,Sami,Guinea-Bissau  Portugal,W,2016-17,0,12,2,570
24,Desportivo Aves,Liga NOS,right,175,Hamdou Elhouni,Libya,W,2016-17,1,15,1,663
30,Desportivo Aves,Liga NOS,right,183,Derley,Brazil,CF,2016-17,0,18,3,948
23,Desportivo Aves,Liga NOS,right,178,Cristian Arango,Colombia,CF,2016-17,0,1,0,5
24,Desportivo Aves,Liga NOS,right,185,Alexandre Guedes,Portugal,CF,2016-17,6,39,13,2747
28,Desportivo Aves,Liga NOS,right,185,Federico Falcone,Argentina,CF,2016-17,2,17,9,1433
26,Zenit St. Petersburg,Premier Liga,right,183,Dmitri Poloz,Russia,W,2017-18,7,24,3,1194
25,Zenit St. Petersburg,Premier Liga,both,180,Emiliano Rigoni,Argentina  Italy,W,2017-18,3,21,6,1433
22,Zenit St. Petersburg,Premier Liga,both,179,SebastiÄn Driussi,Argentina  Italy,CF,2017-18,4,31,3,1571
26,Zenit St. Petersburg,Premier Liga,right,183,Aleksandr Kokorin,Russia,CF,2017-18,4,34,19,2911
26,Zenit St. Petersburg,Premier Liga,right,188,Anton Zabolotnyi,Russia,CF,2017-18,2,24,4,2019
26,Spartak Moscow,Premier Liga,both,174,Quincy Promes,Netherlands  Suriname,W,2017-18,8,28,15,2427
23,Spartak Moscow,Premier Liga,right,175,Pedro Rocha,Brazil,W,2017-18,2,10,1,449
27,Spartak Moscow,Premier Liga,left,178,Lorenzo Melgarejo,Paraguay,W,2017-18,5,25,6,1092
21,Spartak 2 Moscow,Premier Liga,left,180,Zelimkhan Bakaev,Russia,W,2017-18,0,12,1,775
30,Spartak Moscow,Premier Liga,right,183,Luiz Adriano,Brazil,CF,2017-18,7,29,11,2513
27,Spartak Moscow,Premier Liga,left,184,ZÄ˜ LuÄßs,Cape Verde,CF,2017-18,7,16,4,1022
25,CSKA Moscow,Premier Liga,both,170,Ahmed Musa,Nigeria,CF,2017-18,3,12,2,1075
19,CSKA Moscow,Premier Liga,right,180,Fedor Chalov,Russia,CF,2017-18,2,23,0,1033
20,CSKA Moscow,Premier Liga,right,181,Timur Zhamaletdinov,Russia,CF,2017-18,0,17,2,585
23,FK Krasnodar,Premier Liga,right,175,Wanderson,Brazil  Belgium,W,2017-18,2,23,3,1236
29,FK Krasnodar,Premier Liga,left,166,JoÄ?ozinho,Russia  Brazil,W,2017-18,1,19,2,898
21,FK Krasnodar,Premier Liga,right,185,Andrei Ivan,Romania,W,2017-18,2,8,0,145
30,FK Krasnodar,Premier Liga,right,174,Ricardo Laborde,Colombia,W,2017-18,0,7,2,214
18,FK Krasnodar,Premier Liga,left,170,Magomed-Shapi Suleymanov,Russia,W,2017-18,6,10,2,458
28,FK Krasnodar,Premier Liga,right,187,Fedor Smolov,Russia,CF,2017-18,2,17,12,1377
19,FK Krasnodar,Premier Liga,right,180,Ivan Ignatjev,Russia,CF,2017-18,3,11,13,847
31,Lokomotiv Moscow,Premier Liga,right,174,Alan Kasaev,Russia,W,2017-18,0,2,0,54
33,Lokomotiv Moscow,Premier Liga,right,178,Jefferson FarfÄn,Peru,W,2017-18,6,24,12,1995
22,Lokomotiv Moscow,Premier Liga,right,169,Arshak Koryan,Russia  Armenia,W,2017-18,0,3,0,30
30,Lokomotiv Moscow,Premier Liga,both,190,Ä?der,Portugal  Guinea-Bissau,CF,2017-18,1,19,3,1041
32,Lokomotiv Moscow,Premier Liga,both,180,Ari,Brazil,CF,2017-18,1,5,1,430
38,Rubin Kazan,Premier Liga,right,168,GÄìkdeniz Karadeniz,Turkey,W,2017-18,5,16,2,835
21,Rubin Kazan,Premier Liga,right,184,Rifat Zhemaletdinov,Russia,W,2017-18,1,18,3,800
23,Rubin Kazan,Premier Liga,both,186,Sardar Azmoun,Iran,CF,2017-18,4,22,1,1120
19,Akhmat Grozny,Premier Liga,right,178,LÄ˜o JabÄ,Brazil,W,2017-18,0,22,3,1411
26,Akhmat Grozny,Premier Liga,right,174,Bernard Berisha,Kosovo  Albania,W,2017-18,1,17,0,852
25,Akhmat Grozny,Premier Liga,right,178,Magomed Mitrishev,Russia,W,2017-18,3,22,1,1436
26,Akhmat Grozny,Premier Liga,right,187,Odise Roshi,Albania,W,2017-18,3,14,0,912
23,Akhmat Grozny,Premier Liga,right,167,Khalid Kadyrov,Russia,W,2017-18,0,2,0,44
27,Akhmat Grozny,Premier Liga,right,188,Bekim Balaj,Albania,CF,2017-18,0,8,0,364
25,Akhmat Grozny,Premier Liga,right,187,Ablaye Mbengue,Senegal,CF,2017-18,0,11,2,588
28,Akhmat Grozny,Premier Liga,right,182,Zaur Sadaev,Russia,CF,2017-18,0,15,3,658
24,Akhmat Grozny,Premier Liga,right,173,Apti Akh'yadov,Russia,CF,2017-18,0,3,0,135
26,Dinamo Moscow,Premier Liga,both,183,Fedor Chernykh,Lithuania  Russia,W,2017-18,8,28,4,2210
18,Dinamo Moscow II,Premier Liga,right,188,Vyacheslav Grulev,Russia,W,2017-18,0,2,0,52
20,Dinamo Moscow,Premier Liga,right,186,Anton Terekhov,Russia,W,2017-18,1,4,1,216
23,Dinamo Moscow,Premier Liga,right,187,Evgeni Markov,Russia,CF,2017-18,1,22,9,1388
31,Dinamo Moscow,Premier Liga,left,187,Evgeni Lutsenko,Russia,CF,2017-18,2,15,3,999
21,Dinamo Moscow,Premier Liga,left,186,Nikolay Obolskiy,Russia,CF,2017-18,0,8,0,273
25,Arsenal Tula,Premier Liga,right,180,Evans Kangwa,Zambia,W,2017-18,0,11,2,848
29,Arsenal Tula,Premier Liga,right,196,Artem Dzyuba,Russia,CF,2017-18,3,26,3,1265
23,Arsenal Tula,Premier Liga,both,185,Luka Djordjevic,Montenegro,CF,2017-18,0,21,7,1556
25,Arsenal Tula,Premier Liga,right,194,Federico Rasic,Argentina  Croatia,CF,2017-18,0,15,0,309
23,Arsenal Tula II,Premier Liga,right,191,Aslanbek Sikoev,Russia,CF,2017-18,0,4,0,49
33,Arsenal Tula,Premier Liga,right,180,Igor Shevchenko,Russia,CF,2017-18,0,16,1,1078
27,FK Ufa,Premier Liga,right,173,Sly,Nigeria,W,2017-18,2,19,6,1700
30,FK Ufa,Premier Liga,right,176,Dmitri Sysuev,Russia,W,2017-18,2,19,2,925
28,FK Ufa,Premier Liga,right,185,Kehinde Fatai,Nigeria  Romania,CF,2017-18,0,16,0,878
25,FK Ufa,Premier Liga,right,183,Vyacheslav Krotov,Russia,CF,2017-18,1,13,3,605
18,FK Ufa,Premier Liga,right,178,Yerkebulan Seydakhmet,Kazakhstan,CF,2017-18,0,1,0,42
21,FK Rostov,Premier Liga,right,176,Aleksandr Zuev,Russia  Kazakhstan,W,2017-18,3,21,2,956
29,FK Rostov,Premier Liga,right,177,Aleksey Ionov,Russia,W,2017-18,1,20,2,1364
27,FK Rostov,Premier Liga,right,187,BjÄìrn Sigurdarson,Iceland,CF,2017-18,0,2,0,180
22,FK Rostov,Premier Liga,right,185,Eldor Shomurodov,Uzbekistan,CF,2017-18,0,15,0,400
